time,open,high,low,close,volume
2026-01-26 08:20:00,126.92439732113517,127.23245190132388,126.86686817388558,126.92439732113517,154376
2026-01-26 08:25:00,127.04701982043296,127.2320481971511,126.98470186774829,127.04701982043296,154792
2026-01-26 08:30:00,127.14870007997385,127.49576297351793,127.01715192749037,127.14870007997385,176549
2026-01-26 08:35:00,127.16023578996958,127.54142909041136,126.97083592358705,127.16023578996958,124310
2026-01-26 08:40:00,127.31796913280769,127.46883093639161,126.96064600724729,127.31796913280769,241181
2026-01-26 08:45:00,127.4150595835414,127.68817021457575,127.14137022643429,127.4150595835414,216489
2026-01-26 08:50:00,127.41557614372698,127.59208116170069,127.3325063160408,127.41557614372698,66702
2026-01-26 08:55:00,127.56679627393947,127.57575836001052,127.3262272806117,127.56679627393947,290232
2026-01-26 09:00:00,127.60434403515845,127.7761506346965,127.58956366757896,127.60434403515845,241156
2026-01-26 09:05:00,127.4957920812793,127.85031987748815,127.17141724438765,127.4957920812793,158190
2026-01-26 09:10:00,127.43092735805979,127.76659675580191,127.14209205810857,127.43092735805979,247997
2026-01-26 09:15:00,127.50939790341396,127.76866017399226,127.24847345788382,127.50939790341396,220022
2026-01-26 09:20:00,127.6992336773574,127.75792207096858,127.62590910864328,127.6992336773574,145329
2026-01-26 09:25:00,127.49942639755209,127.6392495944677,127.3455885180426,127.49942639755209,158481
2026-01-26 09:30:00,127.4766825751253,127.54729507174643,127.30523816580553,127.4766825751253,279008
2026-01-26 09:35:00,127.39753080568356,127.41357529432086,127.0328614752147,127.39753080568356,78800
2026-01-26 09:40:00,127.41129350851426,127.60113654775654,127.27964075694817,127.41129350851426,276600
2026-01-26 09:45:00,127.2089135436206,127.21674148524859,126.8565544112514,127.2089135436206,205167
2026-01-26 09:50:00,127.4297904948034,127.78505625962543,127.10095739728109,127.4297904948034,282883
2026-01-26 09:55:00,127.455438913768,127.50163085645622,127.07525783156419,127.455438913768,266692
2026-01-26 10:00:00,127.23506819880335,127.28176081088385,126.93103482604181,127.23506819880335,230760
2026-01-26 10:05:00,127.42535949691401,127.71677387780278,127.31351208929375,127.42535949691401,220432
2026-01-26 10:10:00,127.2451771517954,127.59475208212565,126.9875563189793,127.2451771517954,255501
2026-01-26 10:15:00,127.43403592213565,127.73396395491834,127.1247475639097,127.43403592213565,147555
2026-01-26 10:20:00,127.56620114374503,127.9052804513609,127.3311081454218,127.56620114374503,215676
2026-01-26 10:25:00,127.73436916135907,127.78660482488559,127.7039196623115,127.73436916135907,51923
2026-01-26 10:30:00,127.86440789720167,128.2104130025801,127.68882941378482,127.86440789720167,94124
