time,open,high,low,close,volume
2026-01-26 08:20:00,183.7888650603893,183.9588959019228,183.36499298235424,183.7888650603893,229798
2026-01-26 08:25:00,184.0048896260143,184.2211470995482,183.9440189518724,184.0048896260143,53738
2026-01-26 08:30:00,184.3726888709488,184.57076531528745,184.0317395769126,184.3726888709488,151999
2026-01-26 08:35:00,184.06428153911256,184.10212490789033,183.54234497178538,184.06428153911256,277981
2026-01-26 08:40:00,183.871678807444,184.26874329083242,183.58239489505445,183.871678807444,157071
2026-01-26 08:45:00,184.1422725851407,184.27998241641637,184.07350325716203,184.1422725851407,247256
2026-01-26 08:50:00,184.26556436967462,184.3290125336467,183.77609303246768,184.26556436967462,52372
2026-01-26 08:55:00,184.20488909522436,184.32868850785292,184.1176176673589,184.20488909522436,97264
2026-01-26 09:00:00,183.85134609788705,183.9654125189815,183.7762228509463,183.85134609788705,100864
2026-01-26 09:05:00,183.54942256495883,183.79341309774455,183.54304895314107,183.54942256495883,234764
2026-01-26 09:10:00,183.55325184613145,183.68935672004636,183.4133669891564,183.55325184613145,123029
2026-01-26 09:15:00,183.66486742047073,184.09252437180365,183.30265471023097,183.66486742047073,297256
2026-01-26 09:20:00,183.5485219644323,183.6112749888608,183.2167533124812,183.5485219644323,248101
2026-01-26 09:25:00,183.63378735219513,183.77849104701923,183.3385737021701,183.63378735219513,294248
2026-01-26 09:30:00,183.55830124885762,183.6078487991166,183.19495399997945,183.55830124885762,130886
2026-01-26 09:35:00,183.86905016721195,183.96062978323457,183.49635552689784,183.86905016721195,86929
2026-01-26 09:40:00,183.714115209974,183.74383082879584,183.32382582866813,183.714115209974,287746
2026-01-26 09:45:00,183.93303598788376,184.47368902110549,183.80122408801864,183.93303598788376,118952
2026-01-26 09:50:00,183.96739888552312,184.38968833653408,183.62982965826987,183.96739888552312,79997
2026-01-26 09:55:00,183.85039239618888,184.3700759541491,183.41082768597045,183.85039239618888,246701
